mod	decision	link	motif	milestone	detail	ratified	ratify_note
appleseed	CUT	nutrition groups→ars_nouveau:imbuement (M-10, times=3 REJECT)	M-10		motif M-10 | reason: no craftable "nutrition token" to route through imbuement; nutrition is a mechanic, not a material	CUT	
appleseed	CUT	appleseed balanced-diet buff→MineColonies colony food requests (M-28, times=1)	M-28		motif M-28 | reason: colony food demand is real but it routes through the colony's own food-request system natively; appleseed's diet mechanic is a player-pressure signal, not a colony-route hook; no distinct recipe seam	CUT	
appleseed	CUT	diet variety→magic catalyst (forced, times=1 REJECT)			motif blank | reason: no natural food→magic routing; forced edge	CUT	
appleseed	CUT	balanced diet buffs→trade specialty (M-29/M-33, times=1 REJECT)	M-29		motif M-29/M-33 | reason: "a cook can sell high-nutrition dishes" is the ambient endpoint of the loop (retired M-09 logic); no demand-gating mechanism	CUT	
appleseed	CUT	appleseed (mechanic only)→magic (times=1 REJECT)			motif blank | reason: no coherent magic tie, no motif	CUT	
appleseed	CUT	diet-balance mechanic→economy M-33 (times=1)	M-33		motif M-33 | reason: "a cook specialist who covers multiple nutrient groups becomes a natural service provider" is an emergent economy outcome, not a structured weave; M-33 requires a specific service mechanic, not an emergent specialization	CUT	
appleseed	CUT	appleseed diet-demand→economy M-26 (times=1, REJECT)	M-26		motif M-26 | reason: the diet mechanic is a survival-pressure signal; routing it as an economy weave re-expresses the ambient endpoint; the demand signal is already captured in the kept create anchor	CUT	
appleseed	MERGE	diet variety demand (M-12, times=3, ACCEPT)	M-12		into: kept M-26 KEEP | reason: both express the same "diet drives diverse food demand → pulls production" link; M-26 is the correct motif (consumption sink); M-12 mis-tags the mechanic as a processing-chain pull	MERGE	
appleseed	MERGE	diet variety demand (M-26, opus, times=3 ACCEPT)	M-26		into: kept M-26 KEEP | reason: the opus-corroborated row is the stronger phrasing already chosen for the KEEP	MERGE	
appleseed	MERGE	seasonal crop scarcity→survival M-16 (times=1 ACCEPT, config-tie)	M-16		into: kept M-16 KEEP | reason: expresses the same Serene Seasons diet-stress axis; kept row is the stronger/clearer phrasing	MERGE	
ars_n_spells	CUT	ars_n_spells unified mana → magic (M-01, 3×)	M-01		motif M-01 | reason: M-01 is already established on Ars Nouveau; routing through ars_n_spells adds nothing new; the mod implements M-01's spine, it doesn't need a separate weave on top	CUT	
ars_n_spells	CUT	ars_n_spells → create via M-17 charging (2×)	M-17		motif M-17 | reason: the mod has no items; charging would apply to host-mod items; zero item surface; REJECT	CUT	
ars_n_spells	CUT	ars_n_spells cross-cast tablet → magic M-29 (2×)	M-29		motif M-29 | reason: the gate items belong to host mods (Ars/Iron's), not ars_n_spells; no own item surface; mixed consensus	CUT	
ars_n_spells	CUT	ars_n_spells unified mana → magic M-01 (1×)	M-01		motif M-01 | reason: duplicate of top row; REJECT	CUT	
ars_n_spells	CUT	ars_n_spells cross-cast → occultism M-11 (1×)	M-11		motif M-11 | reason: the ritual here is a meta-mechanic using host-mod items; M-11 doesn't fit; REJECT	CUT	
ars_n_spells	CUT	ars_n_spells → create via M-17 energising (1×)	M-17		motif M-17 | reason: no item surface; REJECT	CUT	
ars_n_spells	CUT	ars_n_spells cross-cast boss-gate M-15 (1×)	M-15		motif M-15 | reason: the items to gate are host-mod items; any gate belongs on the Ars/Iron's slate; REJECT	CUT	
ars_n_spells	CUT	ars_n_spells M-37 colony research (1×)	M-37		motif M-37 | reason: appealing idea but the gated items are host-mod items; re-express on Ars Nouveau slate if pursued	CUT	
ars_n_spells	CUT	ars_n_spells cross-cast → create M-29 (1×)	M-29		motif M-29 | reason: single ACCEPT, no Opus, zero item surface; belongs on host-mod slate	CUT	
ars_n_spells	CUT	ars_n_spells M-33 service (1×)	M-33		motif M-33 | reason: the collaboration mechanic is emergent play; the mod enables it but no recipe surfaces it; REJECT	CUT	
ars_n_spells	CUT	ars_n_spells zero-items (1×)			no motif | reason: correctly notes no material surface; confirmed LEAVE-adjacent	CUT	
ars_nouveau	KEEP	foreign essences/lapis/amethyst → magic (M-01 hub)	M-01	v0.11.0	motif M-01 | delivery: recipe (ars_nouveau:imbuement chamber converts iron's arcane_essence, occultism spirit_solution, and raw minerals into/out of source_gem) | milestone: v0.11.0 | why "of course": source_gem is the reserved universal magic currency; every magic specialist transacts through the imbuement chamber — this IS the magic spine	DONE	sweep P2: 33-magic-web-spine.js (arcane_essence both directions + occult essence on/off-ramps, allurite/lumiere-catalysed); lapis/
ars_nouveau	KEEP	farm/mob surplus → survival (Sourcelink passive drain)	M-02	v0.9.0	motif M-02 | delivery: config (enable Agronomic + Vitalic Sourcelinks so any nearby crop growth or mob death passively generates Source; no recipe needed) | milestone: v0.13.0 | why "of course": planting crops next to a Sourcelink silently powers the arcane engine — survival output literally fuels the magic side	DONE	sweep P2: Agronomic/Vitalic Sourcelinks generate from crop growth and mob deaths natively; the row itself says "no recipe needed" 
ars_nouveau	KEEP	ars_nouveau enchanting/spell service → economy (labor)	M-33	v0.11.0	motif M-33 | delivery: emergent (mage performs enchantments-for-hire on other players' gear; the Worn Notebook's knowledge isn't tradeable — only the product is) | milestone: v0.11.0 | why "of course": the knowledge gate (M-37 companion: you can't buy the capability, only hire it) is the clearest labor-axis moment in the magic pillar	KEEP	
ars_nouveau	KEEP	Wilden Guardian summon timing → magic (celestial gate)	M-22	v0.11.0	motif M-22 | delivery: config/datapack (KubeJS gate the summon_ritual activation circle to require an Enhanced Celestials blood/ender moon event to complete) | milestone: v0.11.0 | why "of course": the most powerful Ars boss doesn't answer on an ordinary night — the ritual calendar gates progression authentically [RESCOPED@sweep P2: mechanism-uncertain — re-scope to gating the ritual TABLET recipe on a moon-event-obtained reagent, or prove the event hook before authoring. Enhanced Celestial]	KEEP	
ars_nouveau	CUT	ars_nouveau:source_gem → create:mixing (catalyst/ingredient, M-29)	M-29		motif M-29 | reason: source_gem is the reserved magic currency (reagent-ownership); threading it as a required Create input erodes the magic-exclusive hub — the cross-route idea is valid only if expressed as a non-hub-reagent derivative	CUT	
ars_nouveau	CUT	ars_nouveau:archwood_log → create:crushing (M-04 recycling)	M-04		motif M-04 | reason: archwood is the magic aesthetic timber; a 16-vote row but the hook is weaker than milling (M-12 near-dup below); recycle-loop on magic wood is thin value	CUT	
ars_nouveau	CUT	ars_nouveau:archwood_log → create:milling → Ars recipes (M-12, 5 votes)	M-12		motif M-12 | reason: archwood primarily serves as a building block and Ars aesthetic material; a milling step into "arcane sawdust" has no confirmed consuming recipe downstream — no-method for the intermediate	CUT	
ars_nouveau	CUT	ars_nouveau:archwood_log → create:milling (M-12, 4 votes)	M-12		motif M-12 | reason: duplicate of the higher-vote archwood milling row above; same from→to, same delivery, fold	CUT	
ars_nouveau	CUT	ars_nouveau:archwood_log/planks → create:milling → create:mixing (M-12, 2 votes)	M-12		motif M-12 | reason: duplicate of archwood milling cluster; adds a mixing step with no confirmed consuming recipe — no-method	CUT	
ars_nouveau	CUT	ars_nouveau:source_gem → create:pressing → numismatics mint (M-08, 3-REJECT)	M-08		motif M-08 | reason: all-REJECT consensus; source_gem is the reserved magic currency, minting it as coin double-handles the hub and violates reagent-ownership	CUT	
ars_nouveau	CUT	ars_nouveau:source_gem → create:crushing (M-04 recycle, 1-REJECT)	M-04		motif M-04 | reason: source_gem is the reserved hub; routing it through a recycle crusher undermines the magic currency spine	CUT	
ars_nouveau	CUT	ars_nouveau:source_gem → createaddition:charging (M-17, FE bridge)	M-17		motif M-17 | reason: the M-17 create↔magic bridge is appropriate for Iron's gear (see createaddition slate); source_gem as the charge target has no confirmed FE-capacity in the item — no-method; and risks eroding the currency hub	CUT	
ars_nouveau	CUT	ars_nouveau:drygmy_charm → occultism:spirit_trade / miner (M-18, 2 votes)	M-18		motif M-18 | reason: Drygmy (Ars) and Occultism spirits are both magic-logistics nodes but at the same pillar — this is an intra-magic detail, not a cross-pillar weave; the survival connection (mob drops → Source) is already captured by the M-02 KEEP	CUT	
ars_nouveau	CUT	ars_nouveau:drygmy_charm → occultism:spirit_trade or minecolonies worker (M-18, 1 vote)	M-18		motif M-18 | reason: duplicate of drygmy→spirit-trade cluster above; fold	CUT	
ars_nouveau	CUT	ars_nouveau:drygmy_charm passive mob drops → ars_nouveau:summon_ritual (M-02, 1 vote)	M-02		motif M-02 | reason: drygmy feeding summon_ritual is intra-Ars; the M-02 KEEP already covers mob drop → Source passively; a separate ritual-feed weave adds no cross-pillar value	CUT	
ars_nouveau	CUT	ars_nouveau:drygmy mob-drop farm → ars_nouveau:summon_ritual + Create auto-output (M-29, 1 vote)	M-29		motif M-29 | reason: this describes an intra-Ars automation loop routed through Create funnels; the Create connection is ambient (any item can flow on a belt); no distinct Create processing method is crossed	CUT	
ars_nouveau	CUT	ars_nouveau:drygmy + alexsmobs mob drops → survival (M-02, passive)	M-02		motif M-02 | reason: merged into the M-02 KEEP — the Drygmy-near-Alex's-Mobs case is the same pattern as generic mob-farm → Source; already captured	CUT	
ars_nouveau	CUT	ars_nouveau:alchemical_sourcelink → irons_spellbooks:alchemist_cauldron_brew (M-29, 2 votes)	M-29		motif M-29 | reason: Iron's Spellbooks brewed potions feeding the Alchemical Sourcelink is a plausible intra-magic cross but is a secondary connection when the M-01 currency hub is already the spine; and alchemical_sourcelink's consuming role is thematically internal to Ars; low incremental anchor value	CUT	
ars_nouveau	CUT	ars_nouveau:alchemical_sourcelink → ars_nouveau:alchemical_sourcelink potion-jar → Source (M-26, 1 vote)	M-26		motif M-26 | reason: consumption sink on potion jars is real but requires Iron's potions as the feeder (captured under the M-29 row cut above); the surviving anchor is M-02 (mob/farm surplus); don't split the same consumption loop into two weave entries	CUT	
ars_nouveau	CUT	ars_nouveau:enchanting_apparatus → service-for-hire (M-33, 2-vote separate row)	M-33		motif M-33 | reason: MERGE into the enchanting/spell service KEEP above — same economy labor axis, same delivery	CUT	
ars_nouveau	CUT	ars_nouveau:enchanting_apparatus pedestal components → create:mechanical_crafting (M-05, 2 votes)	M-05		motif M-05 | reason: the apparatus needs pedestals from standard vanilla/Ars blocks — there are no confirmed Create-specific pedestal recipes; no-method without a sourced recipe list	CUT	
ars_nouveau	CUT	ars_nouveau:mage_bloom crop → farmersdelight:cutting or create:milling (M-12, 1 vote)	M-12		motif M-12 | reason: mage_bloom is a magic-biome crop with no confirmed Create milling output; no-method	CUT	
ars_nouveau	CUT	foreign mob/boss drops → ars_nouveau:imbuement (M-10, 2 votes)	M-10		motif M-10 | reason: M-10 is "foreign material refined into a magic reagent through arcane infusion"; mob drops are covered by M-02 (mob-drop reagent sink) — the correct motif for mob-drop→magic is M-11 or M-02, not M-10; routing drops to imbuement adds a second competing anchor where M-02 already serves	CUT	
ars_nouveau	CUT	ars_nouveau:archwood_log → create_dragons_plus:ending bulk (M-10, 1-ACCEPT)	M-10		motif M-10 | reason: create_dragons_plus is an Add-on Create method; archwood through dragon-breath fan chamber is a very thin 1-vote idea with no confirmed output item; no-method	CUT	
ars_nouveau	CUT	foreign ore/mineral → ars_nouveau:crush (M-12, 1 vote)	M-12		motif M-12 | reason: M-12 specifically covers "run through another mod's method"; the Arcane Crusher is Ars' own crusher — this is intra-Ars ore processing, not a cross-system pull; also conflicts with the M-12 note that it targets foreign materials flowing through a *different* method	CUT	
ars_nouveau	CUT	ars_nouveau:archwood_log (Volcanic Sourcelink bonus) → ars_nouveau:imbuement / haunting (M-19, 1-REJECT)	M-19		motif M-19 | reason: all-REJECT; archwood-as-fuel is a passive Source mechanic, not a haunting candidate; no-method	CUT	
ars_nouveau	CUT	ars_nouveau:archwood_log → ars_nouveau:volcanic_sourcelink (M-26, 2-REJECT)	M-26		motif M-26 | reason: all-REJECT; the volcanic sourcelink consuming archwood is already native Ars behavior, not a cross-system weave	CUT	
ars_nouveau	CUT	ars_nouveau:source_gem as cross-route in a Create/MineColonies recipe (M-29, 1 vote)	M-29		motif M-29 | reason: the source_gem cross-route concept is real but the hub reagent itself should not be the gate item (reagent-ownership); a derivative or a non-hub essence would be the right gate item; flag for Phase-3 design but CUT as a weave candidate here	CUT	
