mod	decision	link	motif	milestone	detail
ars_n_spells	CUT	ars_n_spells unified mana → magic M-01 (1×)	M-01		motif M-01 | reason: duplicate of top row; REJECT
ars_n_spells	CUT	ars_n_spells cross-cast → occultism M-11 (1×)	M-11		motif M-11 | reason: the ritual here is a meta-mechanic using host-mod items; M-11 doesn't fit; REJECT
ars_n_spells	CUT	ars_n_spells → create via M-17 energising (1×)	M-17		motif M-17 | reason: no item surface; REJECT
ars_n_spells	CUT	ars_n_spells cross-cast boss-gate M-15 (1×)	M-15		motif M-15 | reason: the items to gate are host-mod items; any gate belongs on the Ars/Iron's slate; REJECT
ars_n_spells	CUT	ars_n_spells M-37 colony research (1×)	M-37		motif M-37 | reason: appealing idea but the gated items are host-mod items; re-express on Ars Nouveau slate if pursued
ars_n_spells	CUT	ars_n_spells cross-cast → create M-29 (1×)	M-29		motif M-29 | reason: single ACCEPT, no Opus, zero item surface; belongs on host-mod slate
ars_n_spells	CUT	ars_n_spells M-33 service (1×)	M-33		motif M-33 | reason: the collaboration mechanic is emergent play; the mod enables it but no recipe surfaces it; REJECT
ars_n_spells	CUT	ars_n_spells zero-items (1×)			no motif | reason: correctly notes no material surface; confirmed LEAVE-adjacent
ars_nouveau	KEEP	foreign essences/lapis/amethyst → magic (M-01 hub)	M-01	v0.11.0	motif M-01 | delivery: recipe (ars_nouveau:imbuement chamber converts iron's arcane_essence, occultism spirit_solution, and raw minerals into/out of source_gem) | milestone: v0.11.0 | why "of course": source_gem is the reserved universal magic currency; every magic specialist transacts through the imbuement chamber — this IS the magic spine
ars_nouveau	KEEP	farm/mob surplus → survival (Sourcelink passive drain)	M-02	v0.13.0	motif M-02 | delivery: config (enable Agronomic + Vitalic Sourcelinks so any nearby crop growth or mob death passively generates Source; no recipe needed) | milestone: v0.13.0 | why "of course": planting crops next to a Sourcelink silently powers the arcane engine — survival output literally fuels the magic side
ars_nouveau	KEEP	ars_nouveau enchanting/spell service → economy (labor)	M-33	v0.11.0	motif M-33 | delivery: emergent (mage performs enchantments-for-hire on other players' gear; the Worn Notebook's knowledge isn't tradeable — only the product is) | milestone: v0.11.0 | why "of course": the knowledge gate (M-37 companion: you can't buy the capability, only hire it) is the clearest labor-axis moment in the magic pillar
ars_nouveau	KEEP	Wilden Guardian summon timing → magic (celestial gate)	M-22	v0.11.0	motif M-22 | delivery: config/datapack (KubeJS gate the summon_ritual activation circle to require an Enhanced Celestials blood/ender moon event to complete) | milestone: v0.11.0 | why "of course": the most powerful Ars boss doesn't answer on an ordinary night — the ritual calendar gates progression authentically
ars_nouveau	CUT	ars_nouveau:source_gem → create:mixing (catalyst/ingredient, M-29)	M-29		motif M-29 | reason: source_gem is the reserved magic currency (reagent-ownership); threading it as a required Create input erodes the magic-exclusive hub — the cross-route idea is valid only if expressed as a non-hub-reagent derivative
ars_nouveau	CUT	ars_nouveau:archwood_log → create:crushing (M-04 recycling)	M-04		motif M-04 | reason: archwood is the magic aesthetic timber; a 16-vote row but the hook is weaker than milling (M-12 near-dup below); recycle-loop on magic wood is thin value
ars_nouveau	CUT	ars_nouveau:archwood_log → create:milling → Ars recipes (M-12, 5 votes)	M-12		motif M-12 | reason: archwood primarily serves as a building block and Ars aesthetic material; a milling step into "arcane sawdust" has no confirmed consuming recipe downstream — no-method for the intermediate
ars_nouveau	CUT	ars_nouveau:archwood_log → create:milling (M-12, 4 votes)	M-12		motif M-12 | reason: duplicate of the higher-vote archwood milling row above; same from→to, same delivery, fold
ars_nouveau	CUT	ars_nouveau:archwood_log/planks → create:milling → create:mixing (M-12, 2 votes)	M-12		motif M-12 | reason: duplicate of archwood milling cluster; adds a mixing step with no confirmed consuming recipe — no-method
ars_nouveau	CUT	ars_nouveau:source_gem → create:pressing → numismatics mint (M-08, 3-REJECT)	M-08		motif M-08 | reason: all-REJECT consensus; source_gem is the reserved magic currency, minting it as coin double-handles the hub and violates reagent-ownership
ars_nouveau	CUT	ars_nouveau:source_gem → create:crushing (M-04 recycle, 1-REJECT)	M-04		motif M-04 | reason: source_gem is the reserved hub; routing it through a recycle crusher undermines the magic currency spine
ars_nouveau	CUT	ars_nouveau:source_gem → createaddition:charging (M-17, FE bridge)	M-17		motif M-17 | reason: the M-17 create↔magic bridge is appropriate for Iron's gear (see createaddition slate); source_gem as the charge target has no confirmed FE-capacity in the item — no-method; and risks eroding the currency hub
ars_nouveau	CUT	ars_nouveau:drygmy_charm → occultism:spirit_trade / miner (M-18, 2 votes)	M-18		motif M-18 | reason: Drygmy (Ars) and Occultism spirits are both magic-logistics nodes but at the same pillar — this is an intra-magic detail, not a cross-pillar weave; the survival connection (mob drops → Source) is already captured by the M-02 KEEP
ars_nouveau	CUT	ars_nouveau:drygmy_charm → occultism:spirit_trade or minecolonies worker (M-18, 1 vote)	M-18		motif M-18 | reason: duplicate of drygmy→spirit-trade cluster above; fold
ars_nouveau	CUT	ars_nouveau:drygmy_charm passive mob drops → ars_nouveau:summon_ritual (M-02, 1 vote)	M-02		motif M-02 | reason: drygmy feeding summon_ritual is intra-Ars; the M-02 KEEP already covers mob drop → Source passively; a separate ritual-feed weave adds no cross-pillar value
ars_nouveau	CUT	ars_nouveau:drygmy mob-drop farm → ars_nouveau:summon_ritual + Create auto-output (M-29, 1 vote)	M-29		motif M-29 | reason: this describes an intra-Ars automation loop routed through Create funnels; the Create connection is ambient (any item can flow on a belt); no distinct Create processing method is crossed
ars_nouveau	CUT	ars_nouveau:drygmy + alexsmobs mob drops → survival (M-02, passive)	M-02		motif M-02 | reason: merged into the M-02 KEEP — the Drygmy-near-Alex's-Mobs case is the same pattern as generic mob-farm → Source; already captured
ars_nouveau	CUT	ars_nouveau:alchemical_sourcelink → irons_spellbooks:alchemist_cauldron_brew (M-29, 2 votes)	M-29		motif M-29 | reason: Iron's Spellbooks brewed potions feeding the Alchemical Sourcelink is a plausible intra-magic cross but is a secondary connection when the M-01 currency hub is already the spine; and alchemical_sourcelink's consuming role is thematically internal to Ars; low incremental anchor value
ars_nouveau	CUT	ars_nouveau:alchemical_sourcelink → ars_nouveau:alchemical_sourcelink potion-jar → Source (M-26, 1 vote)	M-26		motif M-26 | reason: consumption sink on potion jars is real but requires Iron's potions as the feeder (captured under the M-29 row cut above); the surviving anchor is M-02 (mob/farm surplus); don't split the same consumption loop into two weave entries
ars_nouveau	CUT	ars_nouveau:enchanting_apparatus → service-for-hire (M-33, 2-vote separate row)	M-33		motif M-33 | reason: MERGE into the enchanting/spell service KEEP above — same economy labor axis, same delivery
ars_nouveau	CUT	ars_nouveau:enchanting_apparatus pedestal components → create:mechanical_crafting (M-05, 2 votes)	M-05		motif M-05 | reason: the apparatus needs pedestals from standard vanilla/Ars blocks — there are no confirmed Create-specific pedestal recipes; no-method without a sourced recipe list
ars_nouveau	CUT	ars_nouveau:mage_bloom crop → farmersdelight:cutting or create:milling (M-12, 1 vote)	M-12		motif M-12 | reason: mage_bloom is a magic-biome crop with no confirmed Create milling output; no-method
ars_nouveau	CUT	foreign mob/boss drops → ars_nouveau:imbuement (M-10, 2 votes)	M-10		motif M-10 | reason: M-10 is "foreign material refined into a magic reagent through arcane infusion"; mob drops are covered by M-02 (mob-drop reagent sink) — the correct motif for mob-drop→magic is M-11 or M-02, not M-10; routing drops to imbuement adds a second competing anchor where M-02 already serves
ars_nouveau	CUT	ars_nouveau:archwood_log → create_dragons_plus:ending bulk (M-10, 1-ACCEPT)	M-10		motif M-10 | reason: create_dragons_plus is an Add-on Create method; archwood through dragon-breath fan chamber is a very thin 1-vote idea with no confirmed output item; no-method
ars_nouveau	CUT	foreign ore/mineral → ars_nouveau:crush (M-12, 1 vote)	M-12		motif M-12 | reason: M-12 specifically covers "run through another mod's method"; the Arcane Crusher is Ars' own crusher — this is intra-Ars ore processing, not a cross-system pull; also conflicts with the M-12 note that it targets foreign materials flowing through a *different* method
ars_nouveau	CUT	ars_nouveau:archwood_log (Volcanic Sourcelink bonus) → ars_nouveau:imbuement / haunting (M-19, 1-REJECT)	M-19		motif M-19 | reason: all-REJECT; archwood-as-fuel is a passive Source mechanic, not a haunting candidate; no-method
ars_nouveau	CUT	ars_nouveau:archwood_log → ars_nouveau:volcanic_sourcelink (M-26, 2-REJECT)	M-26		motif M-26 | reason: all-REJECT; the volcanic sourcelink consuming archwood is already native Ars behavior, not a cross-system weave
ars_nouveau	CUT	ars_nouveau:source_gem as cross-route in a Create/MineColonies recipe (M-29, 1 vote)	M-29		motif M-29 | reason: the source_gem cross-route concept is real but the hub reagent itself should not be the gate item (reagent-ownership); a derivative or a non-hub essence would be the right gate item; flag for Phase-3 design but CUT as a weave candidate here
ars_nouveau	CUT	ars_nouveau spell scrolls as loot-seed (M-34, 1-REJECT)	M-34		motif M-34 | reason: REJECT consensus; spell scrolls in loot is the ambient endpoint; the real economy tie is M-37 (knowledge gate already captured in M-33 KEEP)
ars_nouveau	CUT	ars_nouveau boss drop loot-seed into ritual/dungeon loot (M-34, 1 vote)	M-34		motif M-34 | reason: loot-seeding Ars boss drops is a configuration detail; it doesn't establish a cross-pillar weave; the M-02 KEEP already grounds mob-drop → magic; one boss-loot entry is redundant
ars_nouveau	CUT	ars_nouveau:worn_notebook knowledge gate (M-37, 1 vote)	M-37		motif M-37 | reason: MERGE into the M-33 KEEP — the knowledge-isn't-tradeable point is already the rationale for the enchanting service-for-hire anchor
ars_nouveau	MERGE	ars_nouveau:source_gem (M-01 hub, multiple 2-vote and 1-vote rows confirming the imbuement chamber)	M-01		into: M-01 KEEP | reason: all are near-duplicates of the primary 16-vote M-01 KEEP; highest-vote phrasing already selected
ars_nouveau	MERGE	any mob-drop/crop surplus → Sourcelinks passive (M-02, 4-vote + 3-vote + 2-vote + 1-vote cluster)	M-02		into: M-02 KEEP | reason: all describe the same native Sourcelink mechanic; keep the 12-vote top row, fold the rest
ars_nouveau	MERGE	ars_nouveau:enchanting_apparatus → enchanting-for-hire (M-33, 2-vote row + 1-vote opus row)	M-33		into: M-33 KEEP | reason: same labor-axis; duplicate phrasing
ars_nouveau	MERGE	Wilden Guardian/summon_ritual moon-gating (M-22, 2-vote row + 1-vote row)	M-22		into: M-22 KEEP | reason: same celestial gate; fold into top row
ars_nouveau	MERGE	ars_nouveau:nether_eye imbuement (M-10, 7 votes) — note: this is really an endrem row misfiled under ars_nouveau in the input	M-10		into: endrem slate M-10 KEEP | reason: wrong mod column; treat as endrem (handled there)
ars_nouveau	MERGE	ars_nouveau:source_gem (M-16 seasonal crop catalyst, 2 rows)	M-16	v0.13.0	into: M-16 → DEFER note | reason: the seasonal-crop-as-imbuement-catalyst idea is valid but the delivery is "config: designate a spring crop as a seasonal catalyst for a specific imbuement tier" — this is a v0.13.0 survival lever best captured as a config note under the M-16 sereneseasons slate rather than a standalone ars_nouveau weave; fold
ars_nouveau	MERGE	seasonal crop → ars_nouveau:agronomic_sourcelink (M-16, multiple 1-vote rows)	M-16		into: M-02 KEEP | reason: seasonal crop feeding the sourcelink is already covered by M-02's "any crop growth passively generates Source"; the seasonal constraint is a flavor note, not a separate weave
